first_slp1,second_slp1,result_slp1,first_iast,second_iast,result_iast,category,sandhi_name,sutra
Us,g,Ur g,ūs,g,ūr g,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,G,Ur G,ūs,gh,ūr gh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,N,Ur N,ūs,ṅ,ūr ṅ,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,c,US c,ūs,c,ūś c,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
Us,C,US C,ūs,ch,ūś ch,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
Us,j,Ur j,ūs,j,ūr j,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,J,Ur J,ūs,jh,ūr jh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,Y,Ur Y,ūs,ñ,ūr ñ,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,w,Uz w,ūs,ṭ,ūṣ ṭ,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
Us,W,Uz W,ūs,ṭh,ūṣ ṭh,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
Us,q,Ur q,ūs,ḍ,ūr ḍ,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,Q,Ur Q,ūs,ḍh,ūr ḍh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,R,Ur R,ūs,ṇ,ūr ṇ,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,t,Us t,ūs,t,ūs t,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
Us,T,Us T,ūs,th,ūs th,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
Us,d,Ur d,ūs,d,ūr d,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,D,Ur D,ūs,dh,ūr dh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,n,Ur n,ūs,n,ūr n,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,p,UH p,ūs,p,ūḥ p,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Us,P,UH P,ūs,ph,ūḥ ph,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Us,b,Ur b,ūs,b,ūr b,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,B,Ur B,ūs,bh,ūr bh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,m,Ur m,ūs,m,ūr m,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,y,Ur y,ūs,y,ūr y,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,r,U r,ūs,r,ū r,hal-sandhi (consonant),repha-lopa (ro ri),8.3.14 ro ri
Us,l,Ur l,ūs,l,ūr l,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,v,Ur v,ūs,v,ūr v,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Us,S,UH S,ūs,ś,ūḥ ś,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Us,z,UH z,ūs,ṣ,ūḥ ṣ,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Us,s,UH s,ūs,s,ūḥ s,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Us,h,Ur h,ūs,h,ūr h,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fr,a,fr a,ṛr,a,ṛr a,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,A,fr A,ṛr,ā,ṛr ā,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,i,fr i,ṛr,i,ṛr i,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,I,fr I,ṛr,ī,ṛr ī,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,u,fr u,ṛr,u,ṛr u,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,U,fr U,ṛr,ū,ṛr ū,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,f,fr f,ṛr,ṛ,ṛr ṛ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,F,fr F,ṛr,ṝ,ṛr ṝ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,x,fr x,ṛr,ḷ,ṛr ḷ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,X,fr X,ṛr,ḹ,ṛr ḹ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,e,fr e,ṛr,e,ṛr e,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,E,fr E,ṛr,ai,ṛr ai,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,o,fr o,ṛr,o,ṛr o,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,O,fr O,ṛr,au,ṛr au,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,k,fH k,ṛr,k,ṛḥ k,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
fr,K,fH K,ṛr,kh,ṛḥ kh,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
fr,g,fr g,ṛr,g,ṛr g,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,G,fr G,ṛr,gh,ṛr gh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,N,fr N,ṛr,ṅ,ṛr ṅ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,c,fS c,ṛr,c,ṛś c,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
fr,C,fS C,ṛr,ch,ṛś ch,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
fr,j,fr j,ṛr,j,ṛr j,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,J,fr J,ṛr,jh,ṛr jh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,Y,fr Y,ṛr,ñ,ṛr ñ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,w,fz w,ṛr,ṭ,ṛṣ ṭ,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
fr,W,fz W,ṛr,ṭh,ṛṣ ṭh,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
fr,q,fr q,ṛr,ḍ,ṛr ḍ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,Q,fr Q,ṛr,ḍh,ṛr ḍh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,R,fr R,ṛr,ṇ,ṛr ṇ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,t,fs t,ṛr,t,ṛs t,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
fr,T,fs T,ṛr,th,ṛs th,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
fr,d,fr d,ṛr,d,ṛr d,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,D,fr D,ṛr,dh,ṛr dh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,n,fr n,ṛr,n,ṛr n,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,p,fH p,ṛr,p,ṛḥ p,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
fr,P,fH P,ṛr,ph,ṛḥ ph,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
fr,b,fr b,ṛr,b,ṛr b,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,B,fr B,ṛr,bh,ṛr bh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,m,fr m,ṛr,m,ṛr m,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,y,fr y,ṛr,y,ṛr y,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,r,F r,ṛr,r,ṝ r,hal-sandhi (consonant),repha-lopa (ro ri),8.3.14 ro ri
fr,l,fr l,ṛr,l,ṛr l,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,v,fr v,ṛr,v,ṛr v,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fr,S,fH S,ṛr,ś,ṛḥ ś,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
fr,z,fH z,ṛr,ṣ,ṛḥ ṣ,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
fr,s,fH s,ṛr,s,ṛḥ s,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
fr,h,fr h,ṛr,h,ṛr h,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
fs,a,fr a,ṛs,a,ṛr a,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,A,fr A,ṛs,ā,ṛr ā,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,i,fr i,ṛs,i,ṛr i,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,I,fr I,ṛs,ī,ṛr ī,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,u,fr u,ṛs,u,ṛr u,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,U,fr U,ṛs,ū,ṛr ū,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,f,fr f,ṛs,ṛ,ṛr ṛ,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,F,fr F,ṛs,ṝ,ṛr ṝ,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,x,fr x,ṛs,ḷ,ṛr ḷ,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,X,fr X,ṛs,ḹ,ṛr ḹ,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,e,fr e,ṛs,e,ṛr e,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,E,fr E,ṛs,ai,ṛr ai,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,o,fr o,ṛs,o,ṛr o,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,O,fr O,ṛs,au,ṛr au,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,k,fH k,ṛs,k,ṛḥ k,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
fs,K,fH K,ṛs,kh,ṛḥ kh,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
fs,g,fr g,ṛs,g,ṛr g,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,G,fr G,ṛs,gh,ṛr gh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,N,fr N,ṛs,ṅ,ṛr ṅ,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,c,fS c,ṛs,c,ṛś c,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
fs,C,fS C,ṛs,ch,ṛś ch,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
fs,j,fr j,ṛs,j,ṛr j,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,J,fr J,ṛs,jh,ṛr jh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,Y,fr Y,ṛs,ñ,ṛr ñ,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,w,fz w,ṛs,ṭ,ṛṣ ṭ,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
fs,W,fz W,ṛs,ṭh,ṛṣ ṭh,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
fs,q,fr q,ṛs,ḍ,ṛr ḍ,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,Q,fr Q,ṛs,ḍh,ṛr ḍh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,R,fr R,ṛs,ṇ,ṛr ṇ,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,t,fs t,ṛs,t,ṛs t,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
fs,T,fs T,ṛs,th,ṛs th,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
fs,d,fr d,ṛs,d,ṛr d,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,D,fr D,ṛs,dh,ṛr dh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,n,fr n,ṛs,n,ṛr n,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,p,fH p,ṛs,p,ṛḥ p,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
fs,P,fH P,ṛs,ph,ṛḥ ph,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
fs,b,fr b,ṛs,b,ṛr b,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,B,fr B,ṛs,bh,ṛr bh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,m,fr m,ṛs,m,ṛr m,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,y,fr y,ṛs,y,ṛr y,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,r,F r,ṛs,r,ṝ r,hal-sandhi (consonant),repha-lopa (ro ri),8.3.14 ro ri
fs,l,fr l,ṛs,l,ṛr l,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,v,fr v,ṛs,v,ṛr v,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
fs,S,fH S,ṛs,ś,ṛḥ ś,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
fs,z,fH z,ṛs,ṣ,ṛḥ ṣ,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
fs,s,fH s,ṛs,s,ṛḥ s,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
fs,h,fr h,ṛs,h,ṛr h,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fr,a,Fr a,ṝr,a,ṝr a,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,A,Fr A,ṝr,ā,ṝr ā,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,i,Fr i,ṝr,i,ṝr i,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,I,Fr I,ṝr,ī,ṝr ī,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,u,Fr u,ṝr,u,ṝr u,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,U,Fr U,ṝr,ū,ṝr ū,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,f,Fr f,ṝr,ṛ,ṝr ṛ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,F,Fr F,ṝr,ṝ,ṝr ṝ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,x,Fr x,ṝr,ḷ,ṝr ḷ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,X,Fr X,ṝr,ḹ,ṝr ḹ,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,e,Fr e,ṝr,e,ṝr e,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,E,Fr E,ṝr,ai,ṝr ai,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,o,Fr o,ṝr,o,ṝr o,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,O,Fr O,ṝr,au,ṝr au,hal+ac boundary,repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,k,FH k,ṝr,k,ṝḥ k,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Fr,K,FH K,ṝr,kh,ṝḥ kh,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Fr,g,Fr g,ṝr,g,ṝr g,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,G,Fr G,ṝr,gh,ṝr gh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,N,Fr N,ṝr,ṅ,ṝr ṅ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,c,FS c,ṝr,c,ṝś c,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
Fr,C,FS C,ṝr,ch,ṝś ch,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
Fr,j,Fr j,ṝr,j,ṝr j,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,J,Fr J,ṝr,jh,ṝr jh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,Y,Fr Y,ṝr,ñ,ṝr ñ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,w,Fz w,ṝr,ṭ,ṝṣ ṭ,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
Fr,W,Fz W,ṝr,ṭh,ṝṣ ṭh,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
Fr,q,Fr q,ṝr,ḍ,ṝr ḍ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,Q,Fr Q,ṝr,ḍh,ṝr ḍh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,R,Fr R,ṝr,ṇ,ṝr ṇ,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,t,Fs t,ṝr,t,ṝs t,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
Fr,T,Fs T,ṝr,th,ṝs th,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
Fr,d,Fr d,ṝr,d,ṝr d,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,D,Fr D,ṝr,dh,ṝr dh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,n,Fr n,ṝr,n,ṝr n,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,p,FH p,ṝr,p,ṝḥ p,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Fr,P,FH P,ṝr,ph,ṝḥ ph,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Fr,b,Fr b,ṝr,b,ṝr b,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,B,Fr B,ṝr,bh,ṝr bh,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,m,Fr m,ṝr,m,ṝr m,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,y,Fr y,ṝr,y,ṝr y,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,r,F r,ṝr,r,ṝ r,hal-sandhi (consonant),repha-lopa (ro ri),8.3.14 ro ri
Fr,l,Fr l,ṝr,l,ṝr l,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,v,Fr v,ṝr,v,ṝr v,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fr,S,FH S,ṝr,ś,ṝḥ ś,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Fr,z,FH z,ṝr,ṣ,ṝḥ ṣ,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Fr,s,FH s,ṝr,s,ṝḥ s,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Fr,h,Fr h,ṝr,h,ṝr h,hal-sandhi (consonant),repha-prakfti (r retained),8.3.15 na (KaravasAna); r stays before voiced
Fs,a,Fr a,ṝs,a,ṝr a,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,A,Fr A,ṝs,ā,ṝr ā,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,i,Fr i,ṝs,i,ṝr i,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,I,Fr I,ṝs,ī,ṝr ī,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,u,Fr u,ṝs,u,ṝr u,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,U,Fr U,ṝs,ū,ṝr ū,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,f,Fr f,ṝs,ṛ,ṝr ṛ,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,F,Fr F,ṝs,ṝ,ṝr ṝ,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,x,Fr x,ṝs,ḷ,ṝr ḷ,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,X,Fr X,ṝs,ḹ,ṝr ḹ,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,e,Fr e,ṝs,e,ṝr e,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,E,Fr E,ṝs,ai,ṝr ai,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,o,Fr o,ṝs,o,ṝr o,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,O,Fr O,ṝs,au,ṝr au,hal+ac boundary,rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,k,FH k,ṝs,k,ṝḥ k,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Fs,K,FH K,ṝs,kh,ṝḥ kh,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
Fs,g,Fr g,ṝs,g,ṝr g,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,G,Fr G,ṝs,gh,ṝr gh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,N,Fr N,ṝs,ṅ,ṝr ṅ,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,c,FS c,ṝs,c,ṝś c,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
Fs,C,FS C,ṝs,ch,ṝś ch,hal-sandhi (consonant),visarga→Scutva (S),8.3.34 + 8.4.40
Fs,j,Fr j,ṝs,j,ṝr j,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,J,Fr J,ṝs,jh,ṝr jh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,Y,Fr Y,ṝs,ñ,ṝr ñ,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,w,Fz w,ṝs,ṭ,ṝṣ ṭ,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
Fs,W,Fz W,ṝs,ṭh,ṝṣ ṭh,hal-sandhi (consonant),visarga→zwutva (z),8.3.34 + 8.4.41
Fs,q,Fr q,ṝs,ḍ,ṝr ḍ,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,Q,Fr Q,ṝs,ḍh,ṝr ḍh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,R,Fr R,ṝs,ṇ,ṝr ṇ,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,t,Fs t,ṝs,t,ṝs t,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
Fs,T,Fs T,ṝs,th,ṝs th,hal-sandhi (consonant),satva (s retained),8.3.34 visarjanIyasya saH
Fs,d,Fr d,ṝs,d,ṝr d,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,D,Fr D,ṝs,dh,ṝr dh,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,n,Fr n,ṝs,n,ṝr n,hal-sandhi (consonant),rutva (repha),8.2.66 sasajuzo ruH; 8.3.2ff
Fs,p,FH p,ṝs,p,ṝḥ p,hal-sandhi (consonant),visarga,8.3.15 KaravasAnayor visarjanIyaH
