code,gana,gana_name,dhatu_slp1,dhatu_iast,dhatu_deva,artha_slp1,artha_iast,artha_deva
09.0001,9,kryādi,qukrI\Y,ḍukrīñ,डुक्रीञ्,dravyavinimaye,dravyavinimaye,द्रव्यविनिमये
09.0002,9,kryādi,prI\Y,prīñ,प्रीञ्,tarpaRe kAntO ca,tarpaṇe kāntau ca,तर्पणे कान्तौ च
09.0003,9,kryādi,SrI\Y,śrīñ,श्रीञ्,pAke,pāke,पाके
09.0004,9,kryādi,mI\Y,mīñ,मीञ्,hiMsAyAm,hiṃsāyām,हिंसायाम्
09.0005,9,kryādi,zi\Y,ṣiñ,षिञ्,banDane,bandhane,बन्धने
09.0006,9,kryādi,sku\Y,skuñ,स्कुञ्,ApravaRe,āpravaṇe,आप्रवणे
09.0007,9,kryādi,stanBu~,stanbhu,स्तन्भु,roDane stamBane ca,rodhane stambhane ca,रोधने स्तम्भने च
09.0008,9,kryādi,stunBu~,stunbhu,स्तुन्भु,roDane nizkozaRe ca,rodhane niṣkoṣaṇe ca,रोधने निष्कोषणे च
09.0009,9,kryādi,skanBu~,skanbhu,स्कन्भु,roDane stamBane ca,rodhane stambhane ca,रोधने स्तम्भने च
09.0010,9,kryādi,skunBu~,skunbhu,स्कुन्भु,roDane DAraRe ca,rodhane dhāraṇe ca,रोधने धारणे च
09.0011,9,kryādi,yu\Y,yuñ,युञ्,banDane,bandhane,बन्धने
09.0012,9,kryādi,knUY,knūñ,क्नूञ्,Sabde,śabde,शब्दे
09.0013,9,kryādi,drUY,drūñ,द्रूञ्,hiMsAyAm,hiṃsāyām,हिंसायाम्
09.0014,9,kryādi,pUY,pūñ,पूञ्,pavane,pavane,पवने
09.0015,9,kryādi,SFY,śṝñ,शॄञ्,hiMsAyAm,hiṃsāyām,हिंसायाम्
09.0016,9,kryādi,lUY,lūñ,लूञ्,Cedane,chedane,छेदने
09.0017,9,kryādi,stFY,stṝñ,स्तॄञ्,AcCAdane,ācchādane,आच्छादने
09.0018,9,kryādi,kFY,kṝñ,कॄञ्,hiMsAyAm,hiṃsāyām,हिंसायाम्
09.0019,9,kryādi,vFY,vṝñ,वॄञ्,varaRe,varaṇe,वरणे
09.0020,9,kryādi,DUY,dhūñ,धूञ्,kampane,kampane,कम्पने
09.0021,9,kryādi,SF,śṝ,शॄ,hiMsAyAm,hiṃsāyām,हिंसायाम्
09.0022,9,kryādi,pF,pṝ,पॄ,pAlanapUraRayoH,pālanapūraṇayoḥ,पालनपूरणयोः
09.0023,9,kryādi,vF,vṝ,वॄ,varaRe,varaṇe,वरणे
09.0024,9,kryādi,BF,bhṝ,भॄ,Bartsane,bhartsane,भर्त्सने
09.0025,9,kryādi,mF,mṝ,मॄ,hiMsAyAm,hiṃsāyām,हिंसायाम्
09.0026,9,kryādi,dF,dṝ,दॄ,vidAraRe,vidāraṇe,विदारणे
09.0027,9,kryādi,jF,jṝ,जॄ,vayohAnO,vayohānau,वयोहानौ
09.0028,9,kryādi,JF,jhṝ,झॄ,vayohAnO,vayohānau,वयोहानौ
09.0029,9,kryādi,DF,dhṝ,धॄ,vayohAnO,vayohānau,वयोहानौ
09.0030,9,kryādi,nF,nṝ,नॄ,naye,naye,नये
09.0031,9,kryādi,kF,kṝ,कॄ,hiMsAyAm,hiṃsāyām,हिंसायाम्
09.0032,9,kryādi,F,ṝ,ॠ,gatO,gatau,गतौ
09.0033,9,kryādi,gF,gṝ,गॄ,Sabde,śabde,शब्दे
09.0034,9,kryādi,jyA\,jyā,ज्या,vayohAnO,vayohānau,वयोहानौ
09.0035,9,kryādi,rI\,rī,री,gatirezaRayoH,gatireṣaṇayoḥ,गतिरेषणयोः
09.0036,9,kryādi,lI\,lī,ली,SlezaRe,śleṣaṇe,श्लेषणे
09.0037,9,kryādi,vlI\,vlī,व्ली,varaRe,varaṇe,वरणे
09.0038,9,kryādi,blI\,blī,ब्ली,varaRe,varaṇe,वरणे
09.0039,9,kryādi,plI\,plī,प्ली,gatO,gatau,गतौ
09.0040,9,kryādi,vrI\,vrī,व्री,varaRe,varaṇe,वरणे
09.0041,9,kryādi,BrI\,bhrī,भ्री,Baye,bhaye,भये
09.0042,9,kryādi,kzI\z,kṣīṣ,क्षीष्,hiMsAyAm,hiṃsāyām,हिंसायाम्
09.0043,9,kryādi,jYA\,jñā,ज्ञा,avaboDane,avabodhane,अवबोधने
09.0044,9,kryādi,ba\nDa~,bandha,बन्ध,banDane,bandhane,बन्धने
09.0045,9,kryādi,vfN,vṛṅ,वृङ्,samBaktO,sambhaktau,सम्भक्तौ
09.0046,9,kryādi,SranTa~,śrantha,श्रन्थ,vimocanapratiharzayoH,vimocanapratiharṣayoḥ,विमोचनप्रतिहर्षयोः
09.0047,9,kryādi,manTa~,mantha,मन्थ,viloqane,viloḍane,विलोडने
09.0048,9,kryādi,SranTa~,śrantha,श्रन्थ,sandarBe,sandarbhe,सन्दर्भे
09.0049,9,kryādi,granTa~,grantha,ग्रन्थ,sandarBe,sandarbhe,सन्दर्भे
09.0050,9,kryādi,kunTa~,kuntha,कुन्थ,saMSlezaRe,saṃśleṣaṇe,संश्लेषणे
09.0051,9,kryādi,mfda~,mṛda,मृद,kzode,kṣode,क्षोदे
09.0052,9,kryādi,mfqa~,mṛḍa,मृड,kzode suKe ca,kṣode sukhe ca,क्षोदे सुखे च
09.0053,9,kryādi,guDa~,gudha,गुध,roze,roṣe,रोषे
09.0054,9,kryādi,kuza~,kuṣa,कुष,nizkarze,niṣkarṣe,निष्कर्षे
09.0055,9,kryādi,kzuBa~,kṣubha,क्षुभ,saYcalane,sañcalane,सञ्चलने
09.0056,9,kryādi,RaBa~,ṇabha,णभ,hiMsAyAm,hiṃsāyām,हिंसायाम्
09.0057,9,kryādi,tuBa~,tubha,तुभ,hiMsAyAm,hiṃsāyām,हिंसायाम्
09.0058,9,kryādi,kliSU~,kliśū,क्लिशू,vibADane,vibādhane,विबाधने
09.0059,9,kryādi,aSa~,aśa,अश,Bojane,bhojane,भोजने
09.0060,9,kryādi,u~Drasa~,udhrasa,उध्रस,uYCe,uñche,उञ्छे
09.0061,9,kryādi,iza~,iṣa,इष,ABIkzRye,ābhīkṣṇye,आभीक्ष्ण्ये
09.0062,9,kryādi,vi\za~,viṣa,विष,viprayoge,viprayoge,विप्रयोगे
09.0063,9,kryādi,pruza~,pruṣa,प्रुष,snehanasevanapUraRezu,snehanasevanapūraṇeṣu,स्नेहनसेवनपूरणेषु
09.0064,9,kryādi,pluza~,pluṣa,प्लुष,snehanasevanapUraRezu,snehanasevanapūraṇeṣu,स्नेहनसेवनपूरणेषु
09.0065,9,kryādi,puza~,puṣa,पुष,puzwO,puṣṭau,पुष्टौ
09.0066,9,kryādi,muza~,muṣa,मुष,steye,steye,स्तेये
09.0067,9,kryādi,Kaca~,khaca,खच,BUtaprAdurBAve,bhūtaprādurbhāve,भूतप्रादुर्भावे
09.0068,9,kryādi,Kava~,khava,खव,BUtaprAdurBAve,bhūtaprādurbhāve,भूतप्रादुर्भावे
09.0069,9,kryādi,heWa~,heṭha,हेठ,BUtaprAdurBAve,bhūtaprādurbhāve,भूतप्रादुर्भावे
09.0070,9,kryādi,svF,svṝ,स्वॄ,varaRe,varaṇe,वरणे
09.0071,9,kryādi,graha~^,graha,ग्रह,upAdAne,upādāne,उपादाने
10.0001,10,curādi,cura~,cura,चुर,steye,steye,स्तेये
10.0002,10,curādi,citi~,citi,चिति,smftyAm,smṛtyām,स्मृत्याम्
10.0003,10,curādi,yatri~,yatri,यत्रि,saNkoce,saṅkoce,सङ्कोचे
10.0004,10,curādi,sPuqi~,sphuḍi,स्फुडि,parihAse,parihāse,परिहासे
10.0005,10,curādi,sPuwi~,sphuṭi,स्फुटि,parihAse,parihāse,परिहासे
10.0006,10,curādi,lakza~,lakṣa,लक्ष,darSanANkanayoH,darśanāṅkanayoḥ,दर्शनाङ्कनयोः
10.0007,10,curādi,kudri~,kudri,कुद्रि,anftaBAzaRe,anṛtabhāṣaṇe,अनृतभाषणे
10.0008,10,curādi,kudf~,kudṛ,कुदृ,anftaBAzaRe,anṛtabhāṣaṇe,अनृतभाषणे
10.0009,10,curādi,spuqi~,spuḍi,स्पुडि,parihAse,parihāse,परिहासे
10.0010,10,curādi,laqa~,laḍa,लड,upasevAyAm,upasevāyām,उपसेवायाम्
10.0011,10,curādi,midi~,midi,मिदि,snehane,snehane,स्नेहने
10.0012,10,curādi,mida~,mida,मिद,snehane,snehane,स्नेहने
10.0013,10,curādi,o~laqi~,olaḍi,ओलडि,utkzepaRe,utkṣepaṇe,उत्क्षेपणे
10.0014,10,curādi,olaqi~,olaḍi,ओलडि,utkzepaRe,utkṣepaṇe,उत्क्षेपणे
10.0015,10,curādi,jala~,jala,जल,apavAraRe,apavāraṇe,अपवारणे
10.0016,10,curādi,laja~,laja,लज,apavAraRe,apavāraṇe,अपवारणे
10.0017,10,curādi,pIqa~,pīḍa,पीड,avagAhane,avagāhane,अवगाहने
10.0018,10,curādi,nawa~,naṭa,नट,avaspandane,avaspandane,अवस्पन्दने
10.0019,10,curādi,SraTa~,śratha,श्रथ,prayatne,prayatne,प्रयत्ने
10.0020,10,curādi,baDa~,badha,बध,saMyamane,saṃyamane,संयमने
10.0021,10,curādi,banDa~,bandha,बन्ध,saMyamane,saṃyamane,संयमने
10.0022,10,curādi,pF,pṝ,पॄ,pUraRe,pūraṇe,पूरणे
10.0023,10,curādi,urja~,urja,उर्ज,balaprARanayoH,balaprāṇanayoḥ,बलप्राणनयोः
10.0024,10,curādi,pakza~,pakṣa,पक्ष,parigrahe,parigrahe,परिग्रहे
10.0025,10,curādi,varRa~,varṇa,वर्ण,preraRe,preraṇe,प्रेरणे
10.0026,10,curādi,curRa~,curṇa,चुर्ण,preraRe,preraṇe,प्रेरणे
10.0027,10,curādi,praTa~,pratha,प्रथ,praKyAne,prakhyāne,प्रख्याने
10.0028,10,curādi,pfTa~,pṛtha,पृथ,prakzepe,prakṣepe,प्रक्षेपे
10.0029,10,curādi,paTa~,patha,पथ,prakzepe,prakṣepe,प्रक्षेपे
10.0030,10,curādi,zanba~,ṣanba,षन्ब,sambanDane,sambandhane,सम्बन्धने
10.0031,10,curādi,Sanba~,śanba,शन्ब,sambanDane,sambandhane,सम्बन्धने
10.0032,10,curādi,sAnba~,sānba,सान्ब,sambanDane,sambandhane,सम्बन्धने
10.0033,10,curādi,Bakza~,bhakṣa,भक्ष,adane,adane,अदने
10.0034,10,curādi,kuwwa~,kuṭṭa,कुट्ट,CedanaBartsanayoH,chedanabhartsanayoḥ,छेदनभर्त्सनयोः
10.0035,10,curādi,puwwa~,puṭṭa,पुट्ट,alpIBAve,alpībhāve,अल्पीभावे
10.0036,10,curādi,cuwwa~,cuṭṭa,चुट्ट,alpIBAve,alpībhāve,अल्पीभावे
10.0037,10,curādi,adwa~,adṭa,अद्ट,anAdare,anādare,अनादरे
10.0038,10,curādi,zuwwa~,ṣuṭṭa,षुट्ट,anAdare,anādare,अनादरे
10.0039,10,curādi,lunwa~,lunṭa,लुन्ट,steye,steye,स्तेये
10.0040,10,curādi,lunWa~,lunṭha,लुन्ठ,steye,steye,स्तेये
10.0041,10,curādi,SaWa~,śaṭha,शठ,asaMskAragatyoH,asaṃskāragatyoḥ,असंस्कारगत्योः
10.0042,10,curādi,SvaWa~,śvaṭha,श्वठ,asaMskAragatyoH,asaṃskāragatyoḥ,असंस्कारगत्योः
10.0043,10,curādi,SvaWi~,śvaṭhi,श्वठि,asaMskAragatyoH,asaṃskāragatyoḥ,असंस्कारगत्योः
10.0044,10,curādi,tuja~,tuja,तुज,hiMsAbalAdAnaniketanezu,hiṃsābalādānaniketaneṣu,हिंसाबलादाननिकेतनेषु
10.0045,10,curādi,tuji~,tuji,तुजि,hiMsAbalAdAnaniketanezu,hiṃsābalādānaniketaneṣu,हिंसाबलादाननिकेतनेषु
10.0046,10,curādi,pija~,pija,पिज,hiMsAbalAdAnaniketanezu,hiṃsābalādānaniketaneṣu,हिंसाबलादाननिकेतनेषु
10.0047,10,curādi,piji~,piji,पिजि,hiMsAbalAdAnaniketanezu,hiṃsābalādānaniketaneṣu,हिंसाबलादाननिकेतनेषु
10.0048,10,curādi,laji~,laji,लजि,hiMsAbalAdAnaniketanezu,hiṃsābalādānaniketaneṣu,हिंसाबलादाननिकेतनेषु
10.0049,10,curādi,luji~,luji,लुजि,hiMsAbalAdAnaniketanezu,hiṃsābalādānaniketaneṣu,हिंसाबलादाननिकेतनेषु
10.0050,10,curādi,pisa~,pisa,पिस,gatO,gatau,गतौ
10.0051,10,curādi,zAntva~,ṣāntva,षान्त्व,sAmaprayoge,sāmaprayoge,सामप्रयोगे
10.0052,10,curādi,sAntva~,sāntva,सान्त्व,sAmaprayoge,sāmaprayoge,सामप्रयोगे
10.0053,10,curādi,Svalka~,śvalka,श्वल्क,pariBAzaRe,paribhāṣaṇe,परिभाषणे
10.0054,10,curādi,valka~,valka,वल्क,pariBAzaRe,paribhāṣaṇe,परिभाषणे
10.0055,10,curādi,zRiha~,ṣṇiha,ष्णिह,snehane,snehane,स्नेहने
10.0056,10,curādi,sPiwa~,sphiṭa,स्फिट,hiMsAyAm,hiṃsāyām,हिंसायाम्
10.0057,10,curādi,smiwa~,smiṭa,स्मिट,anAdare,anādare,अनादरे
10.0058,10,curādi,zmiN,ṣmiṅ,ष्मिङ्,anAdare,anādare,अनादरे
10.0059,10,curādi,Sliza~,śliṣa,श्लिष,SlezaRe,śleṣaṇe,श्लेषणे
10.0060,10,curādi,paTi~,pathi,पथि,gatO,gatau,गतौ
10.0061,10,curādi,piCa~,picha,पिछ,kuwwane,kuṭṭane,कुट्टने
10.0062,10,curādi,Cadi~,chadi,छदि,saMvaraRe,saṃvaraṇe,संवरणे
10.0063,10,curādi,SraRa~,śraṇa,श्रण,dAne,dāne,दाने
10.0064,10,curādi,taqa~,taḍa,तड,AGAte,āghāte,आघाते
10.0065,10,curādi,Kaqa~,khaḍa,खड,Bedane,bhedane,भेदने
10.0066,10,curādi,Kaqi~,khaḍi,खडि,Bedane,bhedane,भेदने
10.0067,10,curādi,kaqi~,kaḍi,कडि,Bedane,bhedane,भेदने
10.0068,10,curādi,kuqi~,kuḍi,कुडि,rakzaRe,rakṣaṇe,रक्षणे
10.0069,10,curādi,guqi~,guḍi,गुडि,vezwane,veṣṭane,वेष्टने
10.0070,10,curādi,kuWi~,kuṭhi,कुठि,rakzaRe,rakṣaṇe,रक्षणे
10.0071,10,curādi,guWi~,guṭhi,गुठि,rakzaRe,rakṣaṇe,रक्षणे
10.0072,10,curādi,Kuqi~,khuḍi,खुडि,KaRqane,khaṇḍane,खण्डने
10.0073,10,curādi,vawi~,vaṭi,वटि,viBAjane,vibhājane,विभाजने
10.0074,10,curādi,vaqi~,vaḍi,वडि,viBAjane,vibhājane,विभाजने
10.0075,10,curādi,caqi~,caḍi,चडि,kope,kope,कोपे
10.0076,10,curādi,maqi~,maḍi,मडि,BUzAyAM harze ca,bhūṣāyāṃ harṣe ca,भूषायां हर्षे च
10.0077,10,curādi,Baqi~,bhaḍi,भडि,kalyARe,kalyāṇe,कल्याणे
10.0078,10,curādi,Carda~,charda,छर्द,vamane,vamane,वमने
10.0079,10,curādi,pusta~,pusta,पुस्त,AdarAnAdarayoH,ādarānādarayoḥ,आदरानादरयोः
10.0080,10,curādi,busta~,busta,बुस्त,AdarAnAdarayoH,ādarānādarayoḥ,आदरानादरयोः
10.0081,10,curādi,cuda~,cuda,चुद,saYcodane,sañcodane,सञ्चोदने
10.0082,10,curādi,nakka~,nakka,नक्क,nASane,nāśane,नाशने
10.0083,10,curādi,Dakka~,dhakka,धक्क,nASane,nāśane,नाशने
10.0084,10,curādi,cakka~,cakka,चक्क,vyaTane,vyathane,व्यथने
10.0085,10,curādi,cukka~,cukka,चुक्क,vyaTane,vyathane,व्यथने
10.0086,10,curādi,kzala~,kṣala,क्षल,SOcakarmaRi,śaucakarmaṇi,शौचकर्मणि
10.0087,10,curādi,tala~,tala,तल,pratizWAyAm,pratiṣṭhāyām,प्रतिष्ठायाम्
10.0088,10,curādi,tula~,tula,तुल,unmAne,unmāne,उन्माने
10.0089,10,curādi,dula~,dula,दुल,utkzepe,utkṣepe,उत्क्षेपे
10.0090,10,curādi,pula~,pula,पुल,mahattve,mahattve,महत्त्वे
10.0091,10,curādi,cula~,cula,चुल,samucCrAye,samucchrāye,समुच्छ्राये
10.0092,10,curādi,mUla~,mūla,मूल,rohaRe,rohaṇe,रोहणे
10.0093,10,curādi,kala~,kala,कल,kzepe,kṣepe,क्षेपे
10.0094,10,curādi,vila~,vila,विल,kzepe,kṣepe,क्षेपे
10.0095,10,curādi,bila~,bila,बिल,Bedane,bhedane,भेदने
10.0096,10,curādi,tila~,tila,तिल,snehane,snehane,स्नेहने
10.0097,10,curādi,cala~,cala,चल,BftO,bhṛtau,भृतौ
10.0098,10,curādi,pAla~,pāla,पाल,rakzaRe,rakṣaṇe,रक्षणे
10.0099,10,curādi,pala~,pala,पल,rakzaRe,rakṣaṇe,रक्षणे
10.0100,10,curādi,lUza~,lūṣa,लूष,hiMsAyAm,hiṃsāyām,हिंसायाम्
10.0101,10,curādi,Sulba~,śulba,शुल्ब,mAne,māne,माने
10.0102,10,curādi,SUrpa~,śūrpa,शूर्प,mAne,māne,माने
10.0103,10,curādi,cuwa~,cuṭa,चुट,Cedane,chedane,छेदने
10.0104,10,curādi,muwa~,muṭa,मुट,saYcUrRane,sañcūrṇane,सञ्चूर्णने
10.0105,10,curādi,ulaqi~,ulaḍi,उलडि,utkzepaRe,utkṣepaṇe,उत्क्षेपणे
10.0106,10,curādi,paqi~,paḍi,पडि,nASane,nāśane,नाशने
10.0107,10,curādi,pasi~,pasi,पसि,nASane,nāśane,नाशने
10.0108,10,curādi,mArga,mārga,मार्ग,saMskAragatyoH,saṃskāragatyoḥ,संस्कारगत्योः
10.0109,10,curādi,vraja~,vraja,व्रज,saMskAragatyoH,saṃskāragatyoḥ,संस्कारगत्योः
10.0110,10,curādi,Sulka~,śulka,शुल्क,atisparSane,atisparśane,अतिस्पर्शने
10.0111,10,curādi,capi~,capi,चपि,gatyAm,gatyām,गत्याम्
10.0112,10,curādi,kzapi~,kṣapi,क्षपि,kzAntyAm,kṣāntyām,क्षान्त्याम्
10.0113,10,curādi,kzaji~,kṣaji,क्षजि,kfcCrajIvane,kṛcchrajīvane,कृच्छ्रजीवने
10.0114,10,curādi,Caji~,chaji,छजि,kfcCrajIvane,kṛcchrajīvane,कृच्छ्रजीवने
10.0115,10,curādi,Svarta~,śvarta,श्वर्त,gatyAm,gatyām,गत्याम्
10.0116,10,curādi,svarta~,svarta,स्वर्त,"kfcCrajIvane, gatyAm",kṛcchrajīvane gatyām,"कृच्छ्रजीवने, गत्याम्"
10.0117,10,curādi,SvaBra~,śvabhra,श्वभ्र,gatyAm,gatyām,गत्याम्
10.0118,10,curādi,jYapa~,jñapa,ज्ञप,jYAne jYApane ca,jñāne jñāpane ca,ज्ञाने ज्ञापने च
10.0119,10,curādi,yama~,yama,यम,parivezaRe,pariveṣaṇe,परिवेषणे
10.0120,10,curādi,caha~,caha,चह,parikalkane,parikalkane,परिकल्कने
10.0121,10,curādi,capa~,capa,चप,parikalpane,parikalpane,परिकल्पने
10.0122,10,curādi,raha~,raha,रह,tyAge,tyāge,त्यागे
10.0123,10,curādi,bala~,bala,बल,prARane,prāṇane,प्राणने
10.0124,10,curādi,ciY,ciñ,चिञ्,cayane,cayane,चयने
10.0125,10,curādi,Gawwa~,ghaṭṭa,घट्ट,calane,calane,चलने
10.0126,10,curādi,musta~,musta,मुस्त,saNGAte,saṅghāte,सङ्घाते
10.0127,10,curādi,Kawwa~,khaṭṭa,खट्ट,saMvaraRe,saṃvaraṇe,संवरणे
10.0128,10,curādi,zawwa~,ṣaṭṭa,षट्ट,hiMsAyAm,hiṃsāyām,हिंसायाम्
10.0129,10,curādi,sPiwwa~,sphiṭṭa,स्फिट्ट,hiMsAyAm,hiṃsāyām,हिंसायाम्
10.0130,10,curādi,cubi~,cubi,चुबि,hiMsAyAm,hiṃsāyām,हिंसायाम्
10.0131,10,curādi,pula~,pula,पुल,saNGAte,saṅghāte,सङ्घाते
10.0132,10,curādi,pUrRa~,pūrṇa,पूर्ण,saNGAte,saṅghāte,सङ्घाते
10.0133,10,curādi,puRa~,puṇa,पुण,saNGAte,saṅghāte,सङ्घाते
10.0134,10,curādi,punsa~,punsa,पुन्स,aBivarDane,abhivardhane,अभिवर्धने
10.0135,10,curādi,waki~,ṭaki,टकि,banDane,bandhane,बन्धने
10.0136,10,curādi,vyapa~,vyapa,व्यप,kzaye,kṣaye,क्षये
10.0137,10,curādi,vyaya~,vyaya,व्यय,kzaye,kṣaye,क्षये
10.0138,10,curādi,pUla~,pūla,पूल,saNGAte,saṅghāte,सङ्घाते
10.0139,10,curādi,DUsa~,dhūsa,धूस,kAntikaraRe,kāntikaraṇe,कान्तिकरणे
10.0140,10,curādi,DUza~,dhūṣa,धूष,kAntikaraRe,kāntikaraṇe,कान्तिकरणे
10.0141,10,curādi,DUSa~,dhūśa,धूश,kAntikaraRe,kāntikaraṇe,कान्तिकरणे
10.0142,10,curādi,kIwa~,kīṭa,कीट,varRe,varṇe,वर्णे
10.0143,10,curādi,cUrRa~,cūrṇa,चूर्ण,saNkocane,saṅkocane,सङ्कोचने
10.0144,10,curādi,pUja~,pūja,पूज,pUjAyAm,pūjāyām,पूजायाम्
10.0145,10,curādi,arka~,arka,अर्क,stavane,stavane,स्तवने
10.0146,10,curādi,SuWa~,śuṭha,शुठ,Alasye,ālasye,आलस्ये
10.0147,10,curādi,SuWi~,śuṭhi,शुठि,SozaRe,śoṣaṇe,शोषणे
10.0148,10,curādi,juqa~,juḍa,जुड,preraRe,preraṇe,प्रेरणे
10.0149,10,curādi,gaja~,gaja,गज,SabdArTe,śabdārthe,शब्दार्थे
10.0150,10,curādi,mArja~,mārja,मार्ज,SabdArTe,śabdārthe,शब्दार्थे
10.0151,10,curādi,marca~,marca,मर्च,SabdArTe,śabdārthe,शब्दार्थे
10.0152,10,curādi,Gf,ghṛ,घृ,prasravaRe,prasravaṇe,प्रस्रवणे
10.0153,10,curādi,paci~,paci,पचि,vistAravacane,vistāravacane,विस्तारवचने
10.0154,10,curādi,tija~,tija,तिज,niSAne,niśāne,निशाने
10.0155,10,curādi,kFta~,kṝta,कॄत,saMSabdane,saṃśabdane,संशब्दने
10.0156,10,curādi,varDa~,vardha,वर्ध,CedanapUraRayoH,chedanapūraṇayoḥ,छेदनपूरणयोः
10.0157,10,curādi,kubi~,kubi,कुबि,AcCAdane,ācchādane,आच्छादने
10.0158,10,curādi,kuBi~,kubhi,कुभि,AcCAdane,ācchādane,आच्छादने
10.0159,10,curādi,lubi~,lubi,लुबि,adarSane,adarśane,अदर्शने
10.0160,10,curādi,tubi~,tubi,तुबि,adarSane,adarśane,अदर्शने
10.0161,10,curādi,hlapa~,hlapa,ह्लप,vyaktAyAM vAci,vyaktāyāṃ vāci,व्यक्तायां वाचि
10.0162,10,curādi,klapa~,klapa,क्लप,vyaktAyAM vAci,vyaktāyāṃ vāci,व्यक्तायां वाचि
10.0163,10,curādi,hrapa~,hrapa,ह्रप,vyaktAyAM vAci,vyaktāyāṃ vāci,व्यक्तायां वाचि
10.0164,10,curādi,cuwi~,cuṭi,चुटि,Cedane,chedane,छेदने
10.0165,10,curādi,brIsa~,brīsa,ब्रीस,hiMsAyAm,hiṃsāyām,हिंसायाम्
10.0166,10,curādi,dahi~,dahi,दहि,rakzaRe mokzaRe ca,rakṣaṇe mokṣaṇe ca,रक्षणे मोक्षणे च
10.0167,10,curādi,ila~,ila,इल,preraRe,preraṇe,प्रेरणे
10.0168,10,curādi,mrakza~,mrakṣa,म्रक्ष,mlecCane,mlecchane,म्लेच्छने
10.0169,10,curādi,asta~,asta,अस्त,saNGAte,saṅghāte,सङ्घाते
10.0170,10,curādi,mleCa~,mlecha,म्लेछ,avyaktAyAM vAci,avyaktāyāṃ vāci,अव्यक्तायां वाचि
10.0171,10,curādi,Capi~,chapi,छपि,gatyAm,gatyām,गत्याम्
10.0172,10,curādi,brUsa~,brūsa,ब्रूस,hiMsAyAm,hiṃsāyām,हिंसायाम्
10.0173,10,curādi,barha~,barha,बर्ह,hiMsAyAm,hiṃsāyām,हिंसायाम्
10.0174,10,curādi,SraRu~,śraṇu,श्रणु,dAne,dāne,दाने
10.0175,10,curādi,picca~,picca,पिच्च,kuwwane,kuṭṭane,कुट्टने
10.0176,10,curādi,bula~,bula,बुल,nimajjane,nimajjane,निमज्जने
10.0177,10,curādi,garja~,garja,गर्ज,Sabde,śabde,शब्दे
10.0178,10,curādi,garda~,garda,गर्द,Sabde,śabde,शब्दे
10.0179,10,curādi,garDa~,gardha,गर्ध,aBikANkzAyAm,abhikāṅkṣāyām,अभिकाङ्क्षायाम्
10.0180,10,curādi,gurda~,gurda,गुर्द,pUrvaniketane,pūrvaniketane,पूर्वनिकेतने
10.0181,10,curādi,pUrva~,pūrva,पूर्व,niketane,niketane,निकेतने
10.0182,10,curādi,jasi~,jasi,जसि,rakzaRe mokzaRe ca,rakṣaṇe mokṣaṇe ca,रक्षणे मोक्षणे च
10.0183,10,curādi,Iqa~,īḍa,ईड,stutO,stutau,स्तुतौ
10.0184,10,curādi,jasu~,jasu,जसु,hiMsAyAm,hiṃsāyām,हिंसायाम्
10.0185,10,curādi,piqi~,piḍi,पिडि,saNGAte,saṅghāte,सङ्घाते
10.0186,10,curādi,parTa~,partha,पर्थ,prakzepe,prakṣepe,प्रक्षेपे
10.0187,10,curādi,ruza~,ruṣa,रुष,roze,roṣe,रोषे
10.0188,10,curādi,ruwa~,ruṭa,रुट,roze,roṣe,रोषे
10.0189,10,curādi,qipa~,ḍipa,डिप,kzepe,kṣepe,क्षेपे
10.0190,10,curādi,zwupa~,ṣṭupa,ष्टुप,samucCrAye,samucchrāye,समुच्छ्राये
10.0191,10,curādi,zwUpa~,ṣṭūpa,ष्टूप,samucCrAye,samucchrāye,समुच्छ्राये
10.0192,10,curādi,cita~,cita,चित,saYcetane,sañcetane,सञ्चेतने
10.0193,10,curādi,daSi~,daśi,दशि,daMSane,daṃśane,दंशने
10.0194,10,curādi,dasi~,dasi,दसि,darSanadaMSanayoH,darśanadaṃśanayoḥ,दर्शनदंशनयोः
10.0195,10,curādi,dasa~,dasa,दस,darSanadaMSanayoH,darśanadaṃśanayoḥ,दर्शनदंशनयोः
10.0196,10,curādi,qapa~,ḍapa,डप,saNGAte,saṅghāte,सङ्घाते
10.0197,10,curādi,qipa~,ḍipa,डिप,saNGAte,saṅghāte,सङ्घाते
10.0198,10,curādi,tatri~,tatri,तत्रि,kuwumbaDAraRe,kuṭumbadhāraṇe,कुटुम्बधारणे
10.0199,10,curādi,matri~,matri,मत्रि,guptapariBAzaRe,guptaparibhāṣaṇe,गुप्तपरिभाषणे
10.0200,10,curādi,spaSa~,spaśa,स्पश,grahaRasaMSlezaRayoH,grahaṇasaṃśleṣaṇayoḥ,ग्रहणसंश्लेषणयोः
10.0201,10,curādi,tarja~,tarja,तर्ज,tarjane,tarjane,तर्जने
10.0202,10,curādi,Bartsa~,bhartsa,भर्त्स,tarjane,tarjane,तर्जने
10.0203,10,curādi,basta~,basta,बस्त,ardane,ardane,अर्दने
10.0204,10,curādi,ganDa~,gandha,गन्ध,ardane,ardane,अर्दने
10.0205,10,curādi,kila~,kila,किल,kzepe,kṣepe,क्षेपे
10.0206,10,curādi,pila~,pila,पिल,kzepe,kṣepe,क्षेपे
10.0207,10,curādi,vizka~,viṣka,विष्क,hiMsAyAm,hiṃsāyām,हिंसायाम्
